numeric_id_1,numeric_id_2
86114,94844
86114,11717
86114,89722
86114,90733
86114,93150
86114,127441
86114,79678
86114,2510
86114,74457
86114,116467
86114,118912
86114,54065
86114,73592
86114,88917
86114,10449
86114,123827
86114,109878
86114,98637
86114,135727
86114,60976
86114,147630
86114,72762
86114,115070
86114,143957
86114,6054
86114,113146
86114,20731
86114,39215
86114,140206
86114,33284
86114,85793
86114,107220
86114,153148
86114,110375
86114,114665
86114,9119
86114,34745
86114,26671
86114,1359
86114,48303
86114,34333
86114,143857
86114,113600
86114,164573
86114,49962
86114,121040
86114,31907
86114,84708
86114,52845
86114,146700
86114,94427
86114,166351
86114,124574
86114,19519
86114,129269
86114,38397
86114,144687
86114,92084
86114,51952
86114,161225
86114,10777
86114,150117
86114,96459
86114,128451
86114,142363
86114,64227
86114,85135
86114,75554
86114,42221
69043,117018
69043,37535
69043,40811
69043,32721
69043,23855
69043,54065
69043,60976
69043,28507
69043,129097
69043,122596
69043,136606
69043,95426
69043,122329
69043,91741
69043,34164
69043,11461
69043,94926
69043,110375
69043,114744
69043,136253
69043,129374
69043,125218
145195,20952
145195,163820
145195,75594
145195,55152
145195,31800
145195,134301
145195,76980
145195,113197
145195,3653
145195,116724
145195,139719
145195,131282
145195,53395
145195,49444
145195,151858
145195,44129
145195,10153
145195,7011
9345,292
9345,67257
9345,70453
9345,34164
9345,40811
9345,111678
9345,26979
9345,129886
9345,54065
9345,133065
9345,95426
9345,135727
9345,76660
9345,53505
9345,122596
9345,114744
9345,142546
9345,91877
9345,104620
9345,125218
148575,122329
148575,46972
148575,96388
148575,80108
10334,112781
10334,62402
10334,15155
10334,163820
10334,131282
10334,30783
10334,56883
10334,26185
10334,141607
10334,56249
10334,55152
10334,134301
10334,79044
10334,76672
10334,49858
10334,124354
10334,65098
10334,10153
10334,1250
160567,157248
160567,117650
160567,152145
160567,84948
160567,113197
160567,62402
160567,76980
160567,17978
160567,47557
160567,156678
160567,152784
160567,98640
160567,94653
160567,136282
160567,158620
160567,162452
160567,92263
160567,48105
160567,79044
160567,88196
160567,130913
160567,40689
160567,131282
160567,157237
160567,134277
160567,75594
160567,31800
160567,120569
160567,68510
160567,778
160567,124354
160567,156524
160567,125614
69946,127441
69946,58840
69946,71539
110946,40194
110946,98839
121040,35769
121040,74457
121040,123827
121040,115070
121040,113146
121040,84267
121040,75326
121040,26671
121040,120320
104577,145881
104577,51952
110375,63650
110375,90315
110375,67257
110375,37535
110375,40811
110375,85053
110375,157607
110375,17727
110375,1246
110375,41538
110375,140059
110375,51020
110375,18021
110375,142928
110375,133065
110375,135727
110375,109219
110375,80915
110375,8739
110375,90422
110375,129687
110375,129174
110375,99687
110375,126389
110375,46323
110375,95426
110375,339
110375,91741
110375,107220
110375,140315
110375,91877
110375,51952
110375,145888
110375,136253
110375,31907
110375,142546
110375,34164
110375,113438
110375,25565
110375,145535
110375,44398
110375,53505
110375,75554
110375,76105
110375,99755
110375,4313
110375,39592
110375,159125
110375,129374
110375,84448
110375,126560
116273,133065
116273,462
116273,95426
116273,27715
116273,122329
116273,144687
116273,34164
116273,76749
116273,5218
116273,11461
116273,136253
116273,39592
105332,152738
105332,113197
65034,100518
65034,46301
65034,152145
65034,156313
65034,157237
65034,116724
65034,29585
65034,158995
65034,46861
65034,118445
65034,152784
65034,98640
65034,103740
65034,3653
65034,116462
62402,79044
62402,139719
62402,55152
62402,26185
62402,75594
62402,31800
62402,1799
62402,8374
62402,163820
62402,120569
62402,141607
26017,58640
26017,126316
26017,122329
26017,149549
26017,11461
26017,129374
126389,67856
126389,67257
126389,40811
126389,17727
126389,41538
126389,18021
126389,54065
126389,135727
126389,122596
126389,113146
126389,87362
126389,122329
126389,125218
126389,39592
126389,135290
126389,104620
126389,136253
126389,161949
126389,44398
126389,98354
126389,147048
126389,100405
126389,4313
126389,83670
126389,144899
126389,92079
126389,100999
126389,129374
126389,339
136253,71361
136253,68291
136253,59336
136253,63650
136253,90315
136253,25264
136253,112045
136253,29948
136253,5707
136253,50592
136253,37535
136253,97901
136253,151421
136253,85053
136253,57343
136253,43401
136253,84816
136253,17727
136253,76832
136253,1246
136253,41538
136253,137927
136253,140059
136253,51020
136253,42570
136253,165660
136253,152614
136253,139744
136253,18021
136253,142928
136253,27127
136253,9080
136253,37509
136253,7366
136253,70294
136253,89078
136253,133065
136253,54065
136253,24538
136253,16511
136253,20643
136253,135727
136253,101320
136253,8739
136253,14024
136253,121305
136253,90422
136253,10067
136253,129687
136253,146715
136253,129097
136253,131420
136253,94317
136253,122596
136253,70959
136253,63771
136253,60091
136253,136606
136253,72440
136253,47456
136253,137567
136253,95426
136253,161949
136253,122329
136253,97784
136253,138166
136253,339
136253,135881
136253,123793
136253,141989
136253,91741
136253,116037
136253,90506
136253,75952
136253,48810
136253,97127
136253,114744
136253,118725
136253,91877
136253,20366
136253,150817
136253,167575
136253,142546
136253,83670
136253,167123
136253,92079
136253,159970
136253,67073
136253,130585
136253,104155
136253,97163
136253,167577
136253,164774
136253,99804
136253,104620
136253,146183
136253,34164
136253,96748
136253,129374
136253,139732
136253,16868
136253,37108
136253,93913
136253,76105
136253,31907
136253,132373
136253,94656
136253,3878
136253,84448
136253,94249
136253,4313
136253,53505
136253,147048
136253,132467
136253,75037
136253,61951
136253,5541
136253,87362
136253,54304
136253,151081
136253,78606
136253,159125
136253,152357
136253,91880
136253,98354
136253,109768
136253,164189
136253,1425
136253,133336
136253,112137
136253,158846
136253,140328
136253,63799
136253,147713
136253,160005
136253,129269
136253,145535
136253,39592
136253,100999
136253,44398
136253,161320
136253,96278
136253,100405
136253,29914
136253,151440
136253,125827
135727,68291
135727,45492
135727,292
135727,25264
135727,112045
135727,67257
135727,124498
135727,157607
135727,43401
135727,131725
135727,107384
135727,7366
135727,133065
135727,54065
135727,6362
135727,20643
135727,57834
135727,31907
135727,95426
135727,160200
135727,92079
135727,140328
135727,462
135727,35881
135727,43369
135727,24679
135727,167123
135727,129174
135727,125218
135727,39592
135727,94249
135727,135290
135727,53505
135727,130573
135727,138659
135727,91877
135727,137849
135727,130307
135727,85223
135727,113438
135727,122596
135727,111678
135727,26979
135727,80915
135727,104518
135727,50270
135727,167575
135727,142546
135727,4313
135727,34164
135727,165219
135727,129886
135727,129374
135727,70959
135727,129687
135727,136606
135727,60976
135727,107220
66738,124286
124286,131725
124286,462
32721,45492
32721,37535
32721,40811
32721,1246
32721,140059
32721,165660
32721,113871
32721,38377
32721,118445
32721,339
32721,7366
32721,94249
32721,23855
32721,18021
32721,4313
32721,62910
32721,24538
32721,142546
32721,63771
32721,44398
32721,104620
32721,90506
32721,95426
32721,31907
32721,161949
32721,100999
32721,76749
32721,20366
32721,129374
32721,140328
32721,167405
32721,133065
32721,165219
32721,137699
32721,91877
32721,70959
32721,112120
32721,76105
32721,109412
32721,109219
32721,24581
32721,157083
32721,107220
92079,28207
92079,292
92079,67856
92079,29948
92079,37535
92079,40811
92079,84816
92079,17727
92079,131725
92079,51020
92079,165660
92079,113871
92079,24637
92079,27127
92079,89078
92079,133065
92079,54065
92079,60976
92079,80915
92079,57834
92079,129687
92079,122596
92079,99687
92079,126031
92079,462
92079,79706
92079,38377
92079,95426
92079,161949
92079,122329
92079,141989
92079,103941
92079,70453
92079,107220
92079,91877
92079,150817
92079,142546
92079,113438
92079,11461
92079,158846
92079,44398
92079,39592
92079,135573
92079,125218
92079,31907
92079,111678
92079,4313
92079,34164
92079,129886
92079,129374
92079,93559
92079,165219
92079,138659
92079,84448
51258,7366
51258,102691
51258,76660
51258,136606
51258,95426
51258,122329
51258,39592
51258,34164
51258,129374
51258,91877
10449,14159
10449,60969
10449,64056
10449,1084
10449,12158
10449,100412
10449,90733
10449,56530
10449,74457
10449,118912
10449,73592
10449,64790
10449,34333
10449,115070
10449,146700
10449,10777
10449,69116
10449,164573
10449,34745
10449,101506
10449,153148
10449,85135
10449,30225
10449,94427
10449,26671
10449,25858
10449,132165
10449,142363
10449,84267
10449,140425
10449,25666
10449,85793
10449,84695
10449,48303
126576,152738
126576,13077
126576,94425
126576,123988
126576,79044
126576,158620
126576,33992
126576,103055
126576,1886
126576,123257
126576,20245
126576,101853
126576,14431
126576,3249
76749,71361
76749,28207
76749,94317
76749,122596
76749,136606
76749,122329
76749,655
76749,91877
76749,63816
76749,25565
76749,34164
76749,129374
76749,39796
76749,164189
76749,6474
76749,165219
33011,51017
33011,70765
33011,62807
33011,13077
33011,94425
33011,113197
33011,126645
33011,141748
33011,144164
33011,79044
33011,158620
33011,69356
33011,41602
33011,34100
33011,113536
33011,103055
33011,145280
33011,15155
33011,1799
33011,107980
33011,47557
33011,57377
33011,98350
33011,60023
33011,42021
33011,148966
33011,110210
33011,92883
33011,20245
33011,158865
33011,45892
33011,135920
33011,145230
33011,123221
33011,3249
33011,104341
51706,1246
5950,157248
5950,103055
5950,98350
5950,75594
5950,109007
5950,151403
5950,79044
5950,134301
5950,124354
5950,156524
5950,106608
5950,60023
5950,113197
5950,113146
79678,89722
79678,40194
79678,146700
79678,34745
79678,153148
79678,2564
79678,26671
79678,147630
79678,71041
79678,34024
73592,11717
73592,100412
73592,90733
73592,56530
73592,74457
73592,118912
73592,104613
73592,94427
73592,164573
73592,153148
73592,85135
73592,85793
73592,84695
73592,65019
73592,132165
73592,145871
73592,25666
61062,120557
111448,106608
111448,158620
111448,73737
111448,145230
111448,102194
111448,134301
111448,113197
111448,124354
111448,92883
111448,69510
111448,134125
47485,103605
47485,113197
47485,61572
47485,123588
47485,76980
47485,10153
29662,54065
29662,51429
29662,36895
29662,129174
29662,136606
29662,95426
29662,142546
29662,34164
29662,39592
29662,85223
94926,119062
94926,292
94926,117018
94926,50589
94926,24637
94926,6362
94926,28507
94926,161949
94926,130867
94926,135290
94926,142757
94926,148849
94926,63481
94926,80108
94926,39796
94926,31562
119490,113197
119490,10153
71361,70453
71361,67856
71361,7366
71361,37535
71361,133065
71361,91741
71361,462
71361,43369
71361,57343
71361,44398
71361,148849
71361,8739
71361,159125
71361,30250
71361,27127
71361,85031
71361,20281
71361,129097
71361,91877
71361,90315
71361,140328
71361,117018
71361,54065
71361,135881
71361,4313
71361,142546
71361,96748
71361,292
71361,160200
71361,167575
71361,34164
71361,48810
71361,60976
71361,95426
71361,129886
71361,25530
71361,129374
71361,46323
71361,96388
71361,136606
71361,107220
70453,45492
70453,66838
70453,76832
70453,133065
70453,27531
70453,100999
70453,125218
70453,104620
70453,97783
67856,61656
67856,156785
67856,90315
67856,31907
67856,7366
67856,37535
67856,54065
67856,133065
67856,165660
67856,60976
67856,96748
67856,83670
67856,97163
67856,31562
67856,44398
67856,104620
67856,110441
67856,48810
67856,27127
67856,148849
67856,8739
67856,12664
67856,121305
67856,2184
67856,39592
67856,17299
67856,122855
67856,4313
67856,61951
67856,132373
67856,63023
7366,45492
7366,90315
7366,292
7366,117018
7366,112045
7366,29948
7366,40811
7366,57343
7366,17727
7366,66838
7366,1246
7366,41538
7366,137927
7366,51020
7366,155759
7366,165660
7366,139744
7366,63799
7366,62910
7366,57834
7366,31907
7366,138832
7366,83670
7366,133065
7366,75930
7366,160200
7366,158846
7366,462
7366,40934
7366,122329
7366,8396
7366,125218
7366,44398
7366,39592
7366,8739
7366,94249
7366,135290
7366,23381
7366,113273
7366,129687
7366,10546
7366,53505
7366,98354
7366,91877
7366,28507
7366,90506
7366,47456
7366,126031
7366,139523
7366,24581
7366,14550
7366,143585
7366,104518
7366,26979
7366,80915
7366,141989
7366,103941
7366,54065
7366,159125
7366,60091
7366,34164
7366,152689
7366,75037
7366,164189
7366,60976
7366,96748
7366,167575
7366,109219
7366,655
7366,95426
7366,51429
7366,129886
7366,161949
7366,63023
7366,129374
7366,46323
7366,122596
7366,339
7366,93913
7366,97783
7366,67073
7366,126560
7366,31562
7366,136606
37535,135541
37535,45492
37535,63650
37535,90315
37535,5707
37535,50592
37535,140328
37535,152614
37535,144899
37535,31907
37535,91880
37535,160005
37535,94317
37535,133065
37535,91741
37535,92705
37535,145535
37535,147713
37535,41538
37535,151081
37535,167577
37535,57343
37535,44398
37535,39592
37535,81539
37535,8739
37535,94249
37535,135290
37535,152357
37535,100999
37535,53505
37535,167123
37535,167429
37535,91877
37535,164774
37535,16868
37535,90506
37535,47456
37535,130585
37535,87362
37535,108862
37535,11461
37535,26979
37535,10067
37535,141989
37535,94656
37535,54065
37535,154290
37535,40811
37535,85053
37535,135881
37535,150817
37535,164189
37535,114744
37535,142546
37535,12664
37535,83670
37535,4313
37535,167575
37535,157156
37535,34164
37535,146183
37535,70294
37535,159970
37535,95426
37535,50270
37535,51429
37535,40215
37535,129886
37535,89078
37535,159125
37535,20366
37535,129374
37535,81705
37535,139376
37535,90422
37535,80108
37535,165219
37535,122596
37535,122329
37535,121305
37535,84448
37535,125827
37535,1425
37535,31562
37535,136606
133065,135541
133065,68291
133065,45492
133065,25264
133065,112045
133065,50592
133065,40811
133065,57343
133065,43401
133065,84816
133065,66838
133065,76832
133065,131725
133065,1246
133065,41538
133065,155759
133065,165660
133065,113871
133065,142928
133065,27127
133065,70294
133065,89078
133065,119420
133065,57834
133065,2038
133065,16868
133065,84448
133065,94317
133065,91741
133065,160200
133065,78606
133065,132373
133065,97163
133065,167577
133065,145535
133065,167123
133065,104620
133065,159125
133065,90506
133065,159970
133065,94249
133065,152357
133065,141989
133065,161949
133065,129687
133065,75952
133065,147713
133065,167405
133065,167429
133065,91877
133065,31907
133065,28507
133065,47456
133065,137849
133065,53505
133065,11902
133065,27531
133065,11461
133065,111678
133065,80915
133065,94656
133065,137357
133065,54065
133065,135290
133065,60091
133065,135881
133065,75037
133065,150817
133065,164189
133065,147048
133065,24538
133065,60976
133065,96748
133065,4313
133065,167575
133065,100999
133065,14024
133065,123793
133065,48810
133065,39592
133065,655
133065,146183
133065,138166
133065,95426
133065,50270
133065,51429
133065,44398
133065,143920
133065,129886
133065,133336
133065,44238
133065,16038
133065,20366
133065,129374
133065,140328
133065,20643
133065,90422
133065,80108
133065,46323
133065,122596
133065,122329
133065,339
133065,31562
133065,160005
133065,49962
133065,93913
133065,99804
133065,63023
133065,1425
133065,142546
133065,136606
133065,107220
91741,63650
91741,90315
91741,58640
91741,12328
91741,43482
91741,82319
91741,128590
91741,23855
91741,9080
91741,54065
91741,10067
91741,122596
91741,129174
91741,63771
91741,13226
91741,167405
91741,31800
91741,111678
91741,145888
91741,107220
91741,39592
91741,129374
91741,151081
91741,114744
91741,132373
91741,167575
91741,78606
91741,90506
91741,142757
91741,34164
91741,113438
91741,129886
91741,113273
91741,167577
91741,2038
91741,91877
91741,164774
91741,167221
462,68291
462,28207
462,43401
462,84816
462,66838
462,131725
462,1246
462,137927
462,51020
462,165660
462,24637
462,139744
462,155756
462,142928
462,54065
462,60976
462,51429
462,101320
462,109219
462,14024
462,76660
462,122596
462,148674
462,63771
462,85031
462,160005
462,10777
462,160200
462,158846
462,132373
462,97163
462,104620
462,125218
462,44398
462,94249
462,135290
462,75554
462,79706
462,103941
462,53505
462,167221
462,50270
462,98354
462,91877
462,137849
462,130307
462,24581
462,157083
462,113273
462,26979
462,100999
462,34164
462,47456
462,96748
462,118725
462,157156
462,142757
462,655
462,95426
462,161544
462,129886
462,161949
462,159125
462,25530
462,20366
462,129374
462,46323
462,25565
462,119147
462,107220
43369,119062
43369,127387
43369,45492
43369,90315
43369,51020
43369,54065
43369,14024
43369,57834
43369,76660
43369,129097
43369,129174
43369,13226
43369,136606
43369,46323
43369,95426
43369,122329
43369,5948
43369,103941
43369,40934
43369,20366
43369,137849
43369,130307
43369,34164
43369,39592
43369,113273
43369,154876
43369,85223
43369,129886
43369,129374
43369,87104
43369,15508
57343,156785
57343,45492
57343,90315
57343,66034
57343,94656
57343,95426
57343,103990
57343,131420
57343,165660
57343,164189
57343,41538
57343,80108
57343,97163
57343,34164
57343,167577
57343,11461
57343,160200
57343,159125
57343,51429
57343,145535
57343,126316
57343,141989
57343,75554
57343,44398
57343,151440
57343,39592
57343,122596
57343,1425
57343,114744
57343,93913
57343,136606
44398,135541
44398,61656
44398,156785
44398,45492
44398,27771
44398,90315
44398,292
44398,58640
44398,117018
44398,29948
44398,5707
44398,85053
44398,66838
44398,131725
44398,1246
44398,41538
44398,51020
44398,165660
44398,24637
44398,56583
44398,54065
44398,55796
44398,60976
44398,51429
44398,80915
44398,8739
44398,57834
44398,121305
44398,90422
44398,129687
44398,76660
44398,139523
44398,23381
44398,122596
44398,148674
44398,63771
44398,126031
44398,144899
44398,60091
44398,46323
44398,48860
44398,58085
44398,47456
44398,26979
44398,95426
44398,122329
44398,339
44398,75952
44398,48810
44398,81539
44398,114744
44398,40215
44398,91877
44398,20366
44398,167575
44398,135290
44398,96388
44398,136463
44398,97163
44398,97783
44398,125218
44398,34164
44398,96748
44398,129374
44398,25530
44398,31907
44398,96589
44398,11461
44398,61951
44398,98354
44398,39592
44398,113273
44398,135573
44398,96278
44398,164189
44398,129886
44398,1425
44398,126546
148849,139376
148849,23121
148849,99687
148849,144899
148849,85031
148849,136606
148849,137567
148849,95426
148849,122329
148849,2848
148849,91877
148849,167575
148849,135290
148849,31907
148849,80108
148849,34164
148849,125218
148849,39592
148849,129886
148849,25530
148849,165219
148849,53505
148849,31562
8739,135541
8739,61656
8739,2140
8739,156785
8739,90315
8739,28207
8739,292
8739,117018
8739,40811
8739,85053
8739,66838
8739,1246
8739,12664
8739,165660
8739,54065
8739,60976
8739,80915
8739,57834
8739,16868
8739,34164
8739,1425
8739,141989
8739,135290
8739,23381
8739,48810
8739,129687
8739,91880
8739,39592
8739,47456
8739,53505
8739,85223
8739,339
8739,135881
8739,97127
8739,97163
8739,152357
8739,167575
8739,99687
8739,95426
8739,129886
8739,159125
8739,129374
8739,24581
8739,5948
8739,46323
8739,122329
8739,37824
8739,126560
8739,142546
159125,156785
159125,90315
159125,29948
159125,5707
159125,85053
159125,17727
159125,1246
159125,41538
159125,154290
159125,113871
159125,139744
159125,25758
159125,142928
159125,54065
159125,101320
159125,109219
159125,119004
159125,57834
159125,36895
159125,121305
159125,90422
159125,129687
159125,131420
159125,122596
159125,81638
159125,46323
159125,47456
159125,95426
159125,135881
159125,116037
159125,90506
159125,40934
159125,167575
159125,142546
159125,135290
159125,96388
159125,25565
159125,67073
159125,167577
159125,164774
159125,125218
159125,34164
159125,96748
159125,145888
159125,16868
159125,93913
159125,31907
159125,139529
159125,84448
159125,94249
159125,53505
159125,61951
159125,151081
159125,158846
159125,152357
159125,93559
159125,160200
159125,39592
159125,145535
159125,129886
30250,2140
30250,19778
30250,151081
27127,292
27127,40811
27127,131725
27127,111678
27127,103941
27127,54065
27127,141660
27127,60976
27127,122329
27127,73143
27127,125218
27127,102691
27127,129174
27127,165219
27127,91877
27127,43615
27127,97783
27127,142263
27127,62405
85031,54065
85031,122596
85031,97784
85031,103941
85031,138166
85031,16038
85031,129374
85031,39592
85031,98354
85031,91877
85031,137849
85031,97783
20281,27771
20281,90315
20281,104620
20281,167577
129097,19778
129097,23855
129097,17299
129097,85223
129097,103990
129097,165219
91877,135541
91877,61656
91877,68291
91877,156785
91877,59336
91877,103741
91877,72773
91877,25264
91877,112045
91877,29948
91877,50592
91877,97901
91877,40811
91877,162783
91877,157607
91877,43401
91877,84816
91877,17727
91877,76832
91877,131725
91877,108416
91877,1246
91877,41538
91877,137927
91877,140059
91877,92705
91877,51020
91877,165660
91877,113871
91877,139744
91877,18021
91877,130316
91877,142928
91877,23855
91877,37509
91877,70294
91877,54065
91877,133096
91877,24538
91877,20643
91877,60976
91877,51429
91877,109219
91877,80915
91877,14024
91877,90422
91877,129687
91877,122596
91877,129174
91877,70959
91877,63771
91877,60091
91877,102149
91877,37103
91877,136606
91877,79706
91877,46323
91877,137567
91877,26979
91877,95426
91877,161949
91877,122329
91877,167405
91877,123793
91877,141989
91877,116037
91877,655
91877,90506
91877,103941
91877,75952
91877,107220
91877,136303
91877,157156
91877,114744
91877,14550
91877,118725
91877,55301
91877,16868
91877,160200
91877,48346
91877,97163
91877,104620
91877,94249
91877,152357
91877,113273
91877,81705
91877,91880
91877,98354
91877,24581
91877,157083
91877,76105
91877,108862
91877,34164
91877,75037
91877,29914
91877,142546
91877,96748
91877,37108
91877,146183
91877,99804
91877,100999
91877,112137
91877,6474
91877,129886
91877,140328
91877,93559
91877,138659
91877,63799
91877,123749
91877,119420
91877,62910
91877,164220
91877,160005
91877,1316
91877,132373
91877,125218
91877,39592
91877,159970
91877,165219
91877,82308
91877,167123
91877,147713
91877,137849
91877,111678
91877,82102
91877,150817
91877,50270
91877,99755
91877,96589
91877,167575
91877,4313
91877,167577
91877,11461
91877,143920
91877,133336
91877,25530
91877,129374
91877,48845
91877,125827
91877,93913
91877,130573
90315,135541
90315,156785
90315,27771
90315,158846
90315,31907
90315,5541
90315,145888
90315,18021
90315,160005
90315,94317
90315,50592
90315,72521
90315,160200
90315,145535
90315,131420
90315,5707
90315,41538
90315,1246
90315,54304
90315,167123
90315,129174
90315,140059
90315,39592
90315,97901
90315,126316
90315,48860
90315,94272
90315,97163
90315,152357
90315,23381
90315,144899
90315,166014
90315,129687
90315,154876
90315,10546
90315,147713
90315,76660
90315,53505
90315,98354
90315,139562
90315,164774
90315,147048
90315,157156
90315,130307
90315,6474
90315,15508
90315,38377
90315,141989
90315,94656
90315,103941
90315,54065
90315,154290
90315,136606
90315,60091
90315,85053
90315,135881
90315,150817
90315,50270
90315,165660
90315,99755
90315,114744
90315,60976
90315,292
90315,167575
90315,14024
90315,167577
90315,66034
90315,34164
90315,51429
90315,129886
90315,16511
90315,95426
90315,80108
90315,121305
90315,164189
90315,24563
90315,151421
90315,108862
90315,93913
90315,67073
90315,126560
90315,142546
90315,66838
140328,45492
140328,63650
140328,25264
140328,29948
140328,50592
140328,40811
140328,1246
140328,165660
140328,54065
140328,60976
140328,122596
140328,144899
140328,95426
140328,119147
140328,141989
140328,81539
140328,136303
140328,167577
140328,97783
140328,125218
140328,104620
140328,129374
140328,132373
140328,96589
140328,94249
140328,4313
140328,53505
140328,78606
140328,111678
140328,167429
140328,160200
140328,67942
140328,129886
117018,81431
117018,58640
117018,158846
117018,57834
117018,109768
117018,138166
117018,4313
117018,137357
117018,103990
117018,164189
117018,132373
117018,96748
117018,1246
117018,83670
117018,78606
117018,129374
117018,95426
117018,100999
117018,161949
117018,113273
117018,129687
117018,63023
117018,20366
117018,51020
117018,98354
117018,138659
117018,97127
117018,138760
117018,160200
117018,31562
117018,107220
54065,119062
54065,68291
54065,45492
54065,103741
54065,72773
54065,292
54065,25264
54065,29948
54065,50592
54065,67257
54065,97901
54065,166155
54065,40811
54065,157607
54065,43401
54065,84816
54065,17727
54065,66838
54065,76832
54065,131725
54065,1246
54065,41538
54065,12664
54065,140059
54065,51020
54065,82319
54065,165660
54065,113871
54065,139744
54065,18021
54065,142928
54065,37509
54065,89078
54065,57834
54065,138832
54065,154876
54065,130585
54065,40296
54065,160200
54065,62910
54065,146183
54065,131420
54065,161320
54065,76660
54065,78606
54065,22592
54065,104620
54065,79706
54065,137357
54065,94249
54065,11461
54065,113273
54065,75554
54065,135573
54065,121305
54065,34799
54065,116037
54065,125827
54065,98354
54065,31907
54065,164774
54065,126031
54065,24581
54065,45507
54065,54106
54065,136010
54065,80915
54065,55301
54065,28536
54065,60091
54065,136303
54065,34164
54065,100405
54065,103990
54065,114744
54065,48845
54065,24538
54065,142546
54065,96748
54065,83670
54065,63771
54065,72521
54065,48810
54065,655
54065,164189
54065,99804
54065,100999
